Comentário,notaPositiva,notaNegativa,Sentimento
Mas os especialistas não sabem de tudo🤔😃😃,1,-1,neutro
Especialistas não entende de porra nenhuma! São apenas usados para tentar influenciar pessoas!,1,-2,negativo
Esses especialistas da Globo e bosta à bosta ainda vale mais.😃,2,-1,positivo
É imperdoável que um parlamentar  vote por uma reforma que é contra a maioria mais pobre do nosso país. Essa reforma faz parte de uma política regressiva que atenta contra os princípios programáticos da sociedade.,1,-2,negativo
Parabens presidente,1,-1,neutro
Bando de ratos corruptos!!!,1,-2,negativo
"Surpreendeu ninguem. Quem não é gado sabe quanto cada deputado ganhou por fora para votar a favor do Governo. É só não ser cego, nem ignorante.",2,-3,negativo
"""Especialistas""",1,-1,neutro
Com 20 milhões para cada deputado o bolsolao.,1,-1,neutro
Especialistas ou Pessimistas?,1,-3,negativo
NÃO QUERO SER SUSTENTADO PELO GOVERNO MAS QUERO SAÚDE SEGURANÇA TRABALHO E QUE CONTINUEM PRENDENDO POLÍTICO corruPTos,3,-2,positivo
"Sempre os especialistasssss!!!Passam a vida tentando impor as verdades deles, so que, nos ultimos tempos esses caras erraram tudo, pois, o Bolsonaro ganhou, O lula ta preso, A previdencia ta passando, O dolar caiu, a bolsa subiu, a inflação caiu e assim vai...",2,-2,neutro
Pela primeira vez deu vontade de dizer: jornal vá se danar junto com a proletariada burra de direita!🤬🤬,1,-3,negativo
"Também depois de 20 milhões pra cada um em verbas, achei foi pouco...💰💰💰",1,-1,neutro
Feliz #DiaDaBurriceBrasileira !,2,-1,positivo
podemos dizer que é a primeira palavra do presidente feita,1,-1,neutro
Bem vindo trabalho infantil!🇧🇷,2,-2,neutro
"""Especialistas"" so se for especialistas de chocadeira.",1,-1,neutro
Os eleitores do Boz🍊 tem que agradecer muito o Rodrigo Maia. Brasil abaixo da 🍊 e a 🍊 acima de todos.Bem vindo a reforma do capeta laranja 🍊 pobre brasileiro,1,-2,negativo
Nunca neste país teve tanto “Especialistas”!,1,-1,neutro
Esses especialista da Globo devem viver dentro de presídios  🤣🤣🤣🤣🤣,1,-2,negativo
"E pq os seus especialistas não são especialistas ! Só vcs não viram isso ainda ! Basta ver as previsões dos especialistas da Globo e da globonews, eles eram todas pois distorcem a verdade ! O povo que aposta as fichas no país decente não acredita em nenhuma palavra dos especialistas globais !",2,-1,positivo
Com tanto dinheiro jogado no plenário não poderia ser surpresa nenhuma. E tudo isso é dinheiro do povo.,2,-1,positivo
"Cada um tem seu preço e foram muito bem pagos, abutres canalhas",2,-3,negativo
O que 1 bilhão de reais do país quebrado não é capaz,1,-2,negativo
Especialista é foda kkkkkk,2,-3,negativo
"TODOS PARLAMENTARES QUE RECEBERAM PROPINA PARA FICAR CONTRA O POVO TRABALHADOR E APOSENTADO, SÃO  UM BANDO DE CORRUPTOS, E ESTE MITO DOS IDIOTAS NAS CAMPANHAS DIZIA QUE NO GOVERNO DELE NÃO  HAVERIA CORRUPÇÃO, ELE É  O MAIOR CORRUPTO DE TODOS, JÁ COMEÇANDO  COM O CASO QUEIRÓZ  QUE PARECE  QUE A JUSTIÇA ESQUECEU, MAS O POVO NÃO. DINHEIRO PARA COMPRAR OS POLÍTICOS CORRUPTOS, PARA VOTAREM CONTRA O POVO TEM ATÉ SOBRANDO , E SÃO  OS DIREITOS DOS TRABALHADORES E APOSENTADOS QUE ESTÃO QUEBRANDO O BRASIL , POIS QUEM NÃO  SABE ESTÁ COMPRA DE VOTOS, FOMOS NÓS O POVO QUEM PAGOU, PORQUE TODA VERBA DOS GOVERNOS SÃO  O NOSSO DINHEIRO QUE PAGA , BANDO DE IGNORANTES QUE ESTÃO APLAUDINDO ESTA RIDÍCULA  E MALDITA REFORMA.",1,-3,negativo
"Especialistas...Onde vivem?, onde estavam há 5,6 anos? Como comem? Onde trabalham?Sexta no Globo Repórter!",2,-1,positivo
Os contra as mudanças pagarão na próxima eleição nem pra vereadores vão conseguir votos. 🇧🇷👉😎,1,-3,negativo
Quero ver ele pagar as emendas q comprou,3,-1,positivo
"Graças aos 2,5 bilhões",2,-1,positivo
Pq a surpresa??!O congresso é comprável kkk,2,-1,positivo
Estes especialistas de merdas só erram,1,-2,negativo
Especialistas = estagiários. Grandes especialistas de merda!#BOLSONARO2022 #SOMOSTODOSMORO,3,-2,positivo
Especialistas de MERDA....,1,-2,negativo
No senado é que não dá pra confiar mesmo,2,-1,positivo
Desde que Bolsonaro se candidatou que estes especialistas da Globo estão igual cachorro que cai do caminhão de mudança.,1,-1,neutro
"Datafolha, ibope, especialistas é o KARAIO. Quando é q vcs vão enxergar q o povo acordou. E se não aprovarem o pacote do MISTER MORO O POVO VAI PRA RUA. VAI #GLOBOLIXO, DATAFILHA, IBOPE, ESPECIALISTAS, CANHOTOS E GLENN SE FUDÊ.",1,-3,negativo
"VELHINHOS SEGURANDO AS VAGAS DE TRABALHO ATÉ  MORRER E MILHÕES  DE JOVENS EM IDADE DE ENTRAR NO MERCADO DE TRABALHO SEM VAGAS PARA TRABALHAR , EIS A PREVISÃO  DAQUI UNS 05 ANOS APÓS  ESTA ""MARAVILHOSA"" REFORMA DA PREVIDÊNCIA...",3,-2,positivo
"Não  foi supresa, pois 40 milhões  pra um deputado, não  tinha  como  não  ser aprovada!Com com 40 milhões  pode  impencar projetos  reformas pra serem  votadas,pois  todas seram aprovaaaaaaaaadas!",3,-1,positivo
Coisa de DEUS.,1,-1,neutro
Pânico mt pani.,1,-3,negativo
"Liberou mais de um bilhão do NOSSO dinheiro para nos sacrificar em nome dos banqueiros, é isso que dá o palhaço não ter projeto para o desenvolvimento econômico e social.",1,-2,negativo
"Quando o Brasil tiver a humildade para entender que não tem especialistas, mas palpiteiros, abre -se as para o primeiro mundo.",1,-2,negativo
vendidos isso que nós temos na política Brasileira. Se fosse bao para o trabalhador achar que essa turma tava aí. Cada um pior que o outro. Ainda tem uns babás de alguns trabalhadores que tá apoiando essa reforma só quando precisar da aposentadoria que eles vão ver. Vai morrer as minguas otarios nem um político que você apoio não vai tá nem aí para vocês,2,-3,negativo
As malas de dinheiro que o Bozo distribuiu não surpreendem a mídia golpista?,1,-3,negativo
Comprados a preço de ouro !! Muito previsível mesmoooo,1,-1,neutro
"Só quem se "" surpreende"" com os ""especialistas"" da rede Goebbels é  a própria rede Esgoto. Bolsonaro e Moro na cabeça!",1,-2,negativo
"Especialistas,os mesmo do data Folha e do ibope.Globo MENTIRA muito mais pra você! Plin,plin.",1,-3,negativo
"Triste dia, 379 deputados eleitos pelo povo, comemorando que mais de 30 MI de pessoas não terão nenhuma possibilidade de se aposentar. Deputados que se venderam e condenaram a milhões de idosos a miséria e exclusão social. Esse é o governo do retrocesso e da ignorância e irresponsabilidade.",1,-3,negativo
ENQUANTO ISSO ONDE IRÁ CONTINUAR MORANDO POR LONGO TEMPO O AUTO AMPUTADO DO LULADRÃO CHEFE MOR DO MENSALÃO E DO PETROLÃO ?,1,-2,negativo
"Para os interessados, assim ficará a aposentadoria especial após a reforma da previdência.https://www.jornalcontabil.com.br/reforma-da-previdencia-o-possivel-fim-da-aposentadoria-especial/?amp",2,-1,positivo
Reeleição garantida em 2022. 😎👉👉,1,-1,neutro
"""Especialista"" nunca estão certos kkkkk",2,-1,positivo
"Os especialistas do  O Globo,  Yahoo,  Folha, Estadão etc. Não  acertam uma, erá  melhor  contratar a mãe  Dinah. 😎👉👉",2,-1,positivo
Um bando de imoral comprado! É o país da canalhice e falta de pudor.,1,-3,negativo
OS ESPECIALISTA COMUNISTA,1,-1,neutro
"Especialista e o povo esses cara vive no mundinho da lua só opinião furada não sabe nada , formado maioria na UFRJ na base da maconha cachaça fica passando vergonha, ainda não caíram na realidade !",1,-3,negativo
É MAIS BARATO: 1 BILHÃO PRA CADA RESOLVE 😂😂😂😂😂😂😂😂😂😂,2,-2,neutro
O povo tem podem💚 como essa turma vão para rua 🇧🇷✌️verde e amarelo tem que respeitar 💚🇧🇷👏✌️✌️,1,-3,negativo
"PODE DAR DINHEIRO, CARGOS NÃO,,,,,,,",1,-2,negativo
"Seria uma compra de votos esmagadora, Não? Qual o nome da pra isso mesmo?",1,-2,negativo
Grande dia mesmo os deputados já fizeram o seu dia eles não pensa no povo que elegeu  só nos bolsos deles e o povo que se lasque.,3,-1,positivo
"Patético, que os representante do povo não defendam os direitos do povo e  sim das grandes corporações! E pior,  há ainda pessoas, que não  se identificam como povo, pela ideia de pertencimento de uma “casta superior” , a mesma que os oprimem, e nesse sentido defendem os direitos do opressor!",3,-3,neutro
Os especialistas... Kkkkkk,2,-1,positivo
Surprende e os milhões pagos para votarem onde está a surpresa otarios gados,1,-1,neutro
os especialistas do o globo são q nem o datafolha não sabem porra nem uma,1,-1,neutro
"Aí crl esses especialistas, sempre se ferrando.",1,-2,negativo
Sua favor da reforma da Previdência Mas fico triste pela situação que está ocorrendo Toma Lá Dá Cá,2,-3,negativo
Comprado n tem pq serem surpreendidos!!,1,-1,neutro
"Pagou, levou simples.",1,-2,negativo
Bolsona é fodaaaa,2,-1,positivo
e sem mensalão!!!!#Bolsonaro2022,1,-1,neutro
"Kkkkkkkk depois do mensalão que eles  ganharam,  óbvio que seria aprovada",2,-1,positivo
Pronto agora pode fechar o caixão.,1,-1,neutro
Uma nova Nação...🇧🇷🌻🇧🇷,1,-1,neutro
Bolsonaro que o espírito santo remova sua vida.,1,-1,neutro
"Também com bilhões que o Bolsonaro jogou no colo dos deputados! Esperar o que dessa corja? Mas as eleições virão. Muitos do povo que agora estão adormecidos quando começarem a precisar da previdencia social e constatar que o beneficio foi cortado pela metade ou não existe mais,se darão conta do massacre que o governo promoveu contra os mais necessitados.",3,-2,positivo
"Dinheiro, na mão. É vendaval, eita Brasil sem rumo!",1,-2,negativo
Eu gostaria muito que esses especialistas esquerdopatas indicados pelo O Globo tomassem no olho do 👌,3,-1,positivo
"Esses especialistas ( militantes ) não acerta nada, claro que tem especialistas bons também.",2,-2,neutro
Toma povinho burro tô achando e pouco Deixe essa raça procurar o inss requerer a sua aposentadoria  chegando lá vai saber o tamanho da burrice que fizeram Toma povinho burro 👌👈👈,1,-2,negativo
Esses especialistas ????,1,-1,neutro
Nosso Presidente Bolsonaro 🇧🇷🇧🇷🇧🇷🇧🇷,1,-1,neutro
O que irá influenciar no Senado será o mesmo tanto de dinheiro que os demais deputados receberam.,1,-1,neutro
Votos comprados!,1,-1,neutro
Ah os especialistas....,1,-1,neutro
"Especialista porra nenhum. Quem manda no BRASIL é o povo, tem q acabar com essa merda de especialistas acharem q sabem de tudo ....o resultado será sempre diferente do q pensa os ""especialistas """,2,-2,neutro
Surpreende mesmo 40 milhões cada cadê surpresa governo filho da puta tinha que mata tudo cambada desgraçado,1,-4,negativo
Segundo a Folha de São Paulo o projeto não passaria kkkkkkkk,2,-1,positivo
Ja vi que os os especialistas sabem de merda nem uma kkkkkkkkk,2,-2,neutro
Acreditar que essa reforma irar gerar empregos é a mesma coisa que acreditar em papai Noel. O governo Fala que a previdência está quebrada mais não tem provas nenhuma.Quem leva o fumo são os trabalhadores como sempre.,1,-3,negativo
Vamos combinar que a maioria que apoia a reforma nem na antiga previdência conseguiria se aposentar... então pra eles tanto faz... mas gostaria de saber se o Bradesco vai pagar os 3 bilhões que deve a previdência  🤔🤦🏾,3,-2,positivo
Sempre especialistas.,1,-1,neutro
Surpreendeu mesmo? Com a grana liberada? Hahahaha Só minion e gado q acha isso certo! Q se fodam todos!,1,-3,negativo
NORDESTE!! DÁ VITORIA ESMAGADORA A BOLSONARO DOS 153 DEPUTADOS NORDESTINOS 90 VOTARAM A FAVOR DA REFORMA. 63%.,2,-2,neutro
"mas que deformaram, defoirmaram",1,-1,neutro
“Especialistas da esquerda”,1,-1,neutro
"Basta ver os que comemoram pra nem precisar comentar, ignorantes também pagarão e seu preço!!!",1,-3,negativo
"Só 131 deputados representam o povo. O resto representa banqueiros, latifundiários, megaempresários e outros trambiqueiros!",1,-1,neutro
O Bolsonario e o maia compraram todos os Deputados,1,-1,neutro
https://www.facebook.com/100002863629296/posts/2109429622495805/,1,-1,neutro
379 vencedores,1,-1,neutro
"😂😂😂😂Surpreende nada, um dia antes liberou quase até o brioco, mas ainda faltam etapas o que será que vai liberar ?",1,-2,negativo
"Maia “O Terrível” .... Não existe TERROR maior do que defender ricos devedores, privilegiados, 🍊🍊🍊 e roubar a aposentadoria dos trabalhadores mais pobres.",1,-2,negativo
"Quero ver o assalariado, evangélico daqui a cinco anos, falando viva o bozo, desempregado lascado roubado e jamais irá se aposentar, os políticos rindo aos borbotões desses idiotas iludidos, achando que a reforma irá beneficiar a população, político que entra nessa reforma só os novos os caciques antigos e ladrões continuam se esbaldando das mordomias. Kkkkk  somos idiotas adestrados.",3,-3,neutro
Parabéns por distribuir bilhões em emendas pra calar a boca desses abutres,1,-3,negativo
"Os  caras foi pago pra votar, que surpresa uma merda, deixem de ser hipócrita",1,-3,negativo
👏👏 Guedes e #17 🤣🤣🤣👉👉 especialistas Haddad o ladrão é presidente 😎😎😎😎,1,-2,negativo
"PARABÉNS PRESIDENTE ORGULHO DO BRASIL, HERÓI NACIONAL!",3,-1,positivo
A mesma surpresa quando esse infeliz ganhou a eleição pra presidente !,1,-3,negativo
Brasil um Pais de especialista que no fundo nao entendem de nada,1,-2,negativo
os mesmos especialistas de araque que diziam que o trump iria perder,1,-1,neutro
E o povo sempre pastando!,1,-1,neutro
"Os políticos agora se aposentaram com o teto da Previdência, e não com mais de 35 mil reais! Parabéns equipe Bolsonaro.",1,-2,negativo
"E quem acredita nesses ""especialistas"" do Globo? O resultado só prova que esses caras vivem em um mundo utópico.",1,-2,negativo
Os tais Especialistas!!!!! Sempre errando.,1,-1,neutro
💯% Moro 💯% Deltan 💯% Lava Jato 💯% Paulo Guedes 💯% Bolsonaro #Mitooooo2022,1,-1,neutro
O trabalhador assaalario foi o mais prejudicados e os imbecis aplaudido kkkk,2,-2,neutro
O que mais surpreende são os escravos comemorando a própria desgraça.,1,-2,negativo
Kkk ! É impressionante como especialista estão errando nos últimos anos,2,-1,positivo
O populismo não irá solucionar os nossos problemas.O populismo é o problema.,3,-2,positivo
Surpreende pela burrice e sem vergonhice,1,-3,negativo
O q o dinheiro nao faz,1,-1,neutro
Kkkkkk..... especialistas e institutos de pesquisa..... sempre surpreendidos..... eu chamo isso de incompetência mesmo....,2,-1,positivo
"Como se ""especialistas"" surpresos com o resultado fosse novidade.",1,-1,neutro
#globolixo me fale mais sobre seus especialista!! Kkkk,2,-3,negativo
Esperamos que os senadores votem contra essa desumana deformidade da previdência. Só quem aposentará sabe as consequências que terão.,2,-2,neutro
Onde as pessoas têm amor ao.proximo?,3,-1,positivo
Poder legislativo está fora!Poder judiciário está fora!Militares estão fora!Policiais estão lutando para ficar fora!Se é tão boa por que será que eles estão fora?,2,-2,neutro
Tbm uns traidores q terão seu troco na próxima eleição,1,-3,negativo
"Achei bom, agora quero ver qual a desculpas pra não fazer nada...!!!",3,-2,positivo
Globolixo!!!!! Bolsonaro aprendeu a tratar os dePUTADos como se administra um bordel !!!!,2,-1,positivo
DESOCUPADOS DECIDINDO  A VIDA  DA MAIORIA QUE TRABALHA,1,-1,neutro
"Com deputados comprados, assim fica facil, se fudemos!!!!!",1,-1,neutro
